pl_name,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_bmassprov,st_teff,st_rad,st_mass,sy_dist
Kepler-989 b,Transit,2016,7.96431535,0.0734,0.197,0.0174,M-R relationship,5074,0.78,0.82,491.978
Kepler-99 b,Transit,2014,4.60358,0.0503,0.132,0.019,Mass,4782,0.73,0.79,208.369
Kepler-990 b,Transit,2016,9.91723428,0.0883,0.232,0.0229,M-R relationship,5948,1.08,1.05,802.163
Kepler-990 c,Transit,2016,0.53835431,0.0127,0.136,0.0093,M-R relationship,5948,1.08,1.05,802.163
Kepler-991 b,Transit,2016,82.5342519,0.3104,0.227,0.022,M-R relationship,4392,0.61,0.64,389.561
Kepler-992 b,Transit,2016,20.16034462,0.1339,0.145,0.0102,M-R relationship,4944,0.74,0.8,259.639
Kepler-993 b,Transit,2016,22.08557563,0.13,0.265,0.0287,M-R relationship,3843,0.54,0.57,324.423
Kepler-994 b,Transit,2016,1.15116651,0.0177,0.143,0.01,M-R relationship,3934,0.54,0.56,188.158
Kepler-995 b,Transit,2016,28.26731672,0.1701,0.241,0.0244,M-R relationship,5206,0.8,0.83,609.638
Kepler-996 b,Transit,2016,3.77059058,0.0474,0.177,0.0144,M-R relationship,6014,1.14,1.09,1216.58
Kepler-997 b,Transit,2016,2.70730672,0.0397,0.121,0.00761,M-R relationship,6150,1.56,1.22,467.568
Kepler-998 b,Transit,2016,5.65377733,0.0626,0.207,0.0189,M-R relationship,6058,1.18,1.12,986.364
Kepler-999 b,Transit,2016,5.99185702,0.0681,0.209,0.0191,M-R relationship,6237,1.65,1.29,545.063
L 168-9 b,Transit,2020,1.4015,0.02091,0.124,0.01447,Mass,3800,0.6,0.62,25.1496
L 98-59 b,Transit,2019,2.2531136,0.02191,0.076,0.00126,Mass,3415,0.3,0.27,10.6194
L 98-59 c,Transit,2019,3.6906777,0.0304,0.124,0.00698,Mass,3415,0.3,0.27,10.6194
L 98-59 d,Transit,2019,7.4507245,0.0486,0.136,0.0061,Mass,3415,0.3,0.27,10.6194
LHS 1140 b,Transit,2017,24.73694,0.0957,0.146,0.02007,Mass,2988,0.21,0.19,14.9861
LHS 1140 c,Transit,2018,3.77792,0.02734,0.104,0.00554,Mass,2988,0.21,0.19,14.9861
LHS 1478 b,Transit,2021,1.9495378,0.01848,0.111,0.00733,Mass,3381,0.25,0.24,18.2276
LHS 1678 b,Transit,2021,0.8602322,0.01251,0.062,0.0011,Mass,3490,0.33,0.35,19.8782
LHS 1678 c,Transit,2021,3.694247,0.0331,0.088,0.0044,Mass,3490,0.33,0.35,19.8782
LHS 1815 b,Transit,2020,3.81433,0.0404,0.097,0.02737,Mass,3643,0.5,0.5,29.8424
LHS 3844 b,Transit,2019,0.46292913,0.00622,0.116,0.00708,M-R relationship,3036,0.19,0.15,14.8846
LP 714-47 b,Transit,2020,4.052037,0.0417,0.419,0.09691,Mass,3950,0.58,0.59,52.616
LP 791-18 b,Transit,2019,0.948005,0.00969,0.1,0.00459,M-R relationship,2960,0.17,0.14,26.4927
LP 791-18 c,Transit,2019,4.989963,0.029392,0.206,0.0187,M-R relationship,2960,0.17,0.14,26.4927
LTT 1445 A b,Transit,2019,5.3587657,0.03813,0.116,0.00903,Mass,3340,0.27,0.26,6.86929
LTT 1445 A c,Transit,2022,3.1239035,0.02661,0.102,0.00485,Mass,3340,0.27,0.26,6.86929
LTT 3780 b,Transit,2020,0.768448,0.01211,0.119,0.00824,Mass,3331,0.37,0.4,21.9814
LTT 3780 c,Transit,2020,12.2519,0.07673,0.205,0.02706,Mass,3331,0.37,0.4,21.9814
LTT 9779 b,Transit,2020,0.792052,0.01679,0.421,0.09225,Mass,5443,0.95,0.77,80.4373
Lupus-TR-3 b,Transit,2007,3.91405,0.0464,0.89,0.81,Mass,5000,0.82,0.87,773.409
MASCARA-1 b,Transit,2017,2.14878,0.043,1.5,3.7,Mass,7554,2.1,1.72,182.273
MASCARA-4 b,Transit,2020,2.82406,0.047,1.53,3.1,Mass,7800,1.92,1.75,170.696
NGTS-1 b,Transit,2017,2.647298,0.0326,1.33,0.812,Mass,3916,0.57,0.62,218.121
NGTS-10 b,Transit,2020,0.7668944,0.0143,1.205,2.162,Mass,4600,0.7,0.7,324.6986504
NGTS-11 b,Transit,2020,35.45533,0.201,0.817,0.344,Mass,5050,0.83,0.86,190.422
NGTS-12 b,Transit,2020,7.532806,0.0757,1.048,0.208,Mass,5690,1.59,1.02,446.442
NGTS-13 b,Transit,2021,4.119027,0.0549,1.142,4.84,Mass,5819,1.79,1.3,647.595
NGTS-14 A b,Transit,2021,3.5357173,0.0403,0.444,0.092,Mass,5187,0.84,0.9,322.148
NGTS-15 b,Transit,2021,3.27623,0.0441,1.1,0.751,Mass,5600,0.95,0.99,786.485
NGTS-16 b,Transit,2021,4.84532,0.0523,1.3,0.667,Mass,5550,1.21,1,898.168
NGTS-17 b,Transit,2021,3.24253,0.0391,1.24,0.764,Mass,5650,1.34,1.02,1040.28
NGTS-18 b,Transit,2021,3.05125,0.0448,1.21,0.409,Mass,5610,1.39,1,1096.19
NGTS-2 b,Transit,2018,4.511164,0.063,1.595,0.74,Mass,6478,1.7,1.64,356.391
NGTS-3 A b,Transit,2018,1.6753728,0.023,1.48,2.38,Mass,5600,0.93,1.02,743.972
NGTS-4 b,Transit,2019,1.3373508,0.019,0.284,0.06481,Mass,5143,0.84,0.75,280.555
NGTS-5 b,Transit,2019,3.3569866,0.0382,1.136,0.229,Mass,4987,0.74,0.66,306.779
NGTS-6 b,Transit,2019,0.882059,0.01677,1.326,1.339,Mass,4730,0.75,0.77,308.262
NGTS-8 b,Transit,2019,2.4997,0.035,1.09,0.93,Mass,5241,0.98,0.89,428.976
NGTS-9 b,Transit,2019,4.43527,0.058,1.07,2.9,Mass,6330,1.38,1.34,609.128
OGLE-TR-10 b,Transit,2004,3.101278,0.0434,1.25,0.62,Mass,5950,1.17,1.14,1344.97
OGLE-TR-111 b,Transit,2004,4.0144463,0.0473,1.019,0.55,Mass,5040,0.83,0.82,1068.33
OGLE-TR-113 b,Transit,2004,1.4324752,0.02289,1.093,1.26,Mass,4790,0.77,0.78,566.459
OGLE-TR-132 b,Transit,2004,1.689868,0.03035,1.2,1.18,Mass,6210,1.32,1.3,2012.62
OGLE-TR-182 b,Transit,2007,3.9791,0.051,1.13,1.01,Mass,5924,1.14,1.14,2501.75
OGLE-TR-211 b,Transit,2007,3.67724,0.051,1.36,1.03,Mass,6325,1.64,1.33,1515.26
OGLE-TR-56 b,Transit,2002,1.2119189,0.02383,1.363,1.39,Mass,6050,1.74,1.17,282.8391387
OGLE2-TR-L9 b,Transit,2008,2.4855335,0.0308,1.61,4.5,Mass,6933,1.53,1.52,1627.63
PH1 b,Transit,2012,138.317,0.652,0.551,0.531,Mass,6407,1.73,1.53,1033.16
POTS-1 b,Transit,2013,3.1606296,0.03734,0.941,2.31,Mass,4400,0.59,0.69,747.959
Qatar-1 b,Transit,2010,1.4200242,0.02332,1.143,1.294,Mass,5013,0.8,0.84,185.615
Qatar-10 b,Transit,2019,1.645321,0.0286,1.543,0.736,Mass,6124,1.25,1.16,559.068
Qatar-2 b,Transit,2011,1.33711647,0.02153,1.254,2.494,Mass,4645,0.78,0.74,181.374
Qatar-3 b,Transit,2017,2.5079204,0.03783,1.096,4.31,Mass,6007,1.27,1.15,735.601
Qatar-4 b,Transit,2017,1.8053564,0.02803,1.135,6.1,Mass,5215,0.85,0.9,329.036
Qatar-5 b,Transit,2017,2.8792319,0.04127,1.107,4.32,Mass,5747,1.08,1.13,367.658
Qatar-6 b,Transit,2017,3.506195,0.0423,1.062,0.668,Mass,5052,0.72,0.82,100.848
Qatar-7 b,Transit,2019,2.032046,0.0352,1.7,1.88,Mass,6387,1.56,1.41,705.981
Qatar-8 b,Transit,2019,3.71495,0.0474,1.285,0.371,Mass,5738,1.31,1.03,281.498
Qatar-9 b,Transit,2019,1.540731,0.0234,1.009,1.19,Mass,4309,0.7,0.72,213.771
SWEEPS-11 b,Transit,2006,1.796,0.03,1.13,9.7,Mass,,1.45,1.1,8500
SWEEPS-4 b,Transit,2006,4.2,0.055,0.81,3.8,Mass,,1.18,1.24,8500
TIC 172900988 b,Transit,2021,200.452,0.90281,1.004,2.96386,Mass,6050,1.38,1.24,250.956
TIC 237913194 b,Transit,2020,15.168865,0.1207,1.117,1.942,Mass,5788,1.09,1.03,306.063
TIC 257060897 b,Transit,2021,3.660028,0.051,1.49,0.67,Mass,5988,1.82,1.32,505.703
TOI-1062 b,Transit,2021,4.11296,0.052,0.202,0.03194,Mass,5328,0.84,0.94,82.1733
TOI-1062 c,Transit,2021,7.972,0.08,0.276,0.03077,Msini,5328,0.84,0.94,82.1733
TOI-1064 b,Transit,2022,6.443868,0.06152,0.231,0.04248,Mass,4734,0.73,0.75,68.0726
TOI-1064 c,Transit,2022,12.226574,0.09429,0.237,0.00787,Mass,4734,0.73,0.75,68.0726
TOI-1075 b,Transit,2022,0.6047328,0.0118,0.153,0.0113,M-R relationship,3921,0.58,0.6,61.4592
TOI-1130 b,Transit,2020,4.066499,0.04394,0.326,0.0407,M-R relationship,4250,0.69,0.68,58.2609
TOI-1130 c,Transit,2020,8.350381,0.07098,1.5,0.974,Mass,4250,0.69,0.68,58.2609
TOI-1201 b,Transit,2021,2.4919863,0.0287,0.215,0.01976,Mass,3476,0.51,0.51,37.8871
TOI-122 b,Transit,2020,5.07803,0.0392,0.243,0.0247,M-R relationship,3403,0.33,0.31,62.118
TOI-1227 b,Transit,2022,27.36397,0.0886,0.854,0.209,M-R relationship,3072,0.56,0.17,100.641
TOI-1231 b,Transit,2021,24.245586,0.1288,0.326,0.04845,Mass,3553,0.48,0.48,27.6227
TOI-1235 b,Transit,2020,3.444717,0.03826,0.151,0.01856,Mass,3997,0.62,0.63,39.6345
TOI-125 b,Transit,2019,4.65382,0.05186,0.243,0.02989,Mass,5320,0.85,0.86,111.059
TOI-125 c,Transit,2019,9.15059,0.0814,0.246,0.02086,Mass,5320,0.85,0.86,111.059
TOI-125 d,Transit,2020,19.98,0.137,0.261,0.04279,Mass,5320,0.85,0.86,111.059
TOI-1259 A b,Transit,2021,3.477978,0.0407,1.022,0.441,Mass,4775,0.71,0.74,118.106
TOI-1260 b,Transit,2021,3.12748,0.0366,0.209,0.02706,Mass,4227,0.65,0.66,73.5977
TOI-1260 c,Transit,2021,7.49325,0.0656,0.252,0.03713,Mass,4227,0.65,0.66,73.5977
TOI-1266 b,Transit,2020,10.894843,0.0736,0.211,0.04248,Mass,3600,0.42,0.45,36.0118
TOI-1266 c,Transit,2020,18.80151,0.1058,0.139,0.00692,Mass,3600,0.42,0.45,36.0118
TOI-1268 b,Transit,2022,8.1577094,0.0711,0.812,0.30331,Mass,5300,0.92,0.96,109.557
TOI-1296 b,Transit,2021,3.9443715,0.0497,1.231,0.298,Mass,5603,1.66,1.17,323.265
TOI-1298 b,Transit,2021,4.537164,0.059,0.841,0.356,Mass,5889,1.41,1.44,319.036
TOI-132 b,Transit,2020,2.1097019,0.026,0.305,0.07048,Mass,5397,0.9,0.97,163.678
TOI-1333 b,Transit,2021,4.720219,0.0626,1.396,2.37,Mass,6274,1.93,1.46,200.492
TOI-1338 b,Transit,2020,95.174,0.4607,0.611,0.10383,Mass,6050,1.33,1.13,399.017
TOI-1411 b,Transit,2022,1.4520358,0.023,0.121,0.00761,M-R relationship,4266,0.66,0.59,32.4778
TOI-1431 b,Transit,2021,2.650237,0.046,1.49,3.12,Mass,7690,1.92,1.9,148.925
TOI-1442 b,Transit,2022,0.4090677,0.0071,0.104,0.00537,M-R relationship,3330,0.31,0.29,41.1659
TOI-1444 b,Transit,2021,0.4702694,,0.125,0.01218,Mass,5430,0.91,0.93,125.463
TOI-1478 b,Transit,2021,10.180249,0.0903,1.06,0.851,Mass,5597,1.05,0.95,152.892
TOI-150.01,Transit,2019,5.857487,0.07037,1.255,2.51,Mass,6255,1.53,1.35,336.267
TOI-1518 b,Transit,2021,1.902603,0.0389,1.875,2.3,Mass,7300,1.95,1.79,225.888
TOI-157 b,Transit,2020,2.0845435,0.03138,1.286,1.18,Mass,5404,1.17,0.95,355.683
TOI-1601 b,Transit,2021,5.331751,0.06864,1.239,0.99,Mass,5948,2.19,1.52,336.608
TOI-163 b,Transit,2019,4.231306,0.058,1.489,1.22,Mass,6495,1.65,1.44,411.719
TOI-1634 b,Transit,2021,0.989343,0.01545,0.16,0.01545,Mass,3550,0.45,0.5,35.2736
TOI-1670 b,Transit,2022,10.98462,0.103,0.184,0.13,Mass,6170,1.32,1.21,168.067
TOI-1670 c,Transit,2022,40.74976,0.249,0.987,0.63,Mass,6170,1.32,1.21,168.067
TOI-1685 b,Transit,2021,0.6691403,0.011557,0.152,0.01189,Mass,3434,0.49,0.49,37.6153
TOI-169 b,Transit,2020,2.2554477,0.03524,1.086,0.791,Mass,5880,1.29,1.15,407.84
TOI-1693 b,Transit,2022,1.7666957,0.0226,0.126,0.00809,M-R relationship,3499,0.46,0.49,30.7947
TOI-172 b,Transit,2019,9.47725,0.0914,0.965,5.42,Mass,5645,1.78,1.13,342.831
TOI-1728 b,Transit,2020,3.49151,0.0391,0.451,0.08426,Mass,3980,0.62,0.65,60.798
TOI-1749 b,Transit,2021,2.38839,0.0291,0.124,0.17934,Mass,3985,0.55,0.58,99.5561
TOI-1749 c,Transit,2021,4.4929,0.0443,0.189,0.04405,Mass,3985,0.55,0.58,99.5561
TOI-1749 d,Transit,2021,9.0497,0.0707,0.225,0.0472,Mass,3985,0.55,0.58,99.5561
TOI-1759 b,Transit,2022,18.85019,0.1177,0.28,0.03398,Mass,4065,0.6,0.61,40.0654
TOI-178 b,Transit,2021,1.914558,0.02607,0.103,0.00472,Mass,4316,0.65,0.65,62.699
TOI-178 c,Transit,2021,3.23845,0.037,0.149,0.01501,Mass,4316,0.65,0.65,62.699
TOI-178 d,Transit,2021,6.5577,0.0592,0.229,0.00947,Mass,4316,0.65,0.65,62.699
TOI-178 e,Transit,2021,9.961881,0.0783,0.197,0.01214,Mass,4316,0.65,0.65,62.699
TOI-178 f,Transit,2021,15.231915,0.1039,0.204,0.02429,Mass,4316,0.65,0.65,62.699
TOI-178 g,Transit,2021,20.7095,0.1275,0.256,0.0124,Mass,4316,0.65,0.65,62.699
TOI-1789 b,Transit,2021,3.208664,0.04882,1.44,0.7,Mass,5991,2.17,1.51,229.067
TOI-1807 b,Transit,2021,0.549372,0.00812,0.112,0.00667,M-R relationship,4757,0.68,0.75,42.5775
TOI-1842 b,Transit,2021,9.5739,0.1001,1.04,0.214,Mass,6230,2.02,1.46,223.465
TOI-1860 b,Transit,2022,1.0662107,0.0204,0.117,0.00714,M-R relationship,5752,0.94,0.99,45.864
TOI-1899 b,Transit,2020,29.02,0.1587,1.15,0.66,Mass,3841,0.61,0.63,128.438
TOI-201 b,Transit,2021,52.97818,0.3,1.008,0.42,Mass,6394,1.32,1.32,113.825
TOI-206 b,Transit,2022,0.7363104,0.0112,0.116,0.00705,M-R relationship,3383,0.35,0.35,47.7465
TOI-2076 b,Transit,2021,10.35509,0.0682,0.225,0.0217,M-R relationship,5200,0.77,0.82,41.9091
TOI-2076 c,Transit,2021,21.01538,0.1093,0.312,0.0378,M-R relationship,5200,0.77,0.82,41.9091
TOI-2076 d,Transit,2021,35.12537,0.1539,0.288,0.0331,M-R relationship,5200,0.77,0.82,41.9091
TOI-2109 b,Transit,2021,0.67247414,0.01791,1.347,5.02,Mass,6540,1.7,1.45,262.041
TOI-216.01,Transit,2019,34.525528,0.2069,0.901,0.56,Mass,5026,0.75,0.77,177.945
TOI-216.02,Transit,2019,17.16073,0.1293,0.714,0.059,Mass,5026,0.75,0.77,177.945
TOI-2180 b,Transit,2022,260.79,0.828,1.01,2.755,Mass,5695,1.64,1.11,116.685
TOI-2184 b,Transit,2022,6.90683,,1.017,0.65,Mass,5966,2.9,1.53,788.317
TOI-220 b,Transit,2021,10.695264,0.08911,0.27,0.04342,Mass,5298,0.86,0.82,90.7402
TOI-2202 b,Transit,2021,11.9101,0.09564,1.01,0.978,Mass,5144,0.79,0.82,235.933
TOI-2257 b,Transit,2021,35.189346,0.145,0.196,0.0171,M-R relationship,3430,0.31,0.33,57.7911
TOI-2260 b,Transit,2022,0.3524728,0.0097,0.145,0.0102,M-R relationship,5534,0.94,0.99,101.251
TOI-2285 b,Transit,2021,27.26955,0.1363,0.155,0.06135,Mass,3491,0.46,0.45,42.409
TOI-2337 b,Transit,2022,2.99432,,0.9,1.6,Mass,4780,3.22,1.32,536.046
TOI-237 b,Transit,2020,5.436098,0.0341,0.128,0.00839,M-R relationship,3212,0.21,0.18,38.0749
TOI-2406 b,Transit,2021,3.0766896,0.0228,0.262,0.0282,M-R relationship,3100,0.2,0.16,55.419
TOI-2411 b,Transit,2022,0.7826942,0.0144,0.15,0.0109,M-R relationship,4099,0.68,0.65,59.5362
TOI-2427 b,Transit,2022,1.3060011,0.0202,0.161,0.0123,M-R relationship,4072,0.65,0.64,28.5147
TOI-2445 b,Transit,2022,0.3711281,0.0064,0.112,0.0066,M-R relationship,3333,0.27,0.25,48.582
TOI-251 b,Transit,2021,4.93777,0.05741,0.244,1,Mass,5875,0.88,1.04,99.523
TOI-257 b,Transit,2021,18.38818,0.1528,0.639,0.138,Mass,6095,1.87,1.41,76.9028
TOI-2669 b,Transit,2022,6.2034,,1.76,0.61,Mass,4800,4.1,1.19,393.443
TOI-269 b,Transit,2021,3.6977104,0.0345,0.247,0.02769,Mass,3514,0.4,0.39,57.0225
TOI-270 b,Transit,2019,3.3601538,0.03197,0.108,0.00497,Mass,3506,0.38,0.39,22.4793
TOI-270 c,Transit,2019,5.6605731,0.04526,0.21,0.01935,Mass,3506,0.38,0.39,22.4793
TOI-270 d,Transit,2019,11.379573,0.0721,0.19,0.01504,Mass,3506,0.38,0.39,22.4793
TOI-3362 b,Transit,2021,18.09547,0.153,1.142,5.029,Mass,6532,1.83,1.45,366.987
TOI-421 b,Transit,2020,5.19672,0.056,0.239,0.02256,Mass,5325,0.87,0.85,74.7969
TOI-421 c,Transit,2020,16.06819,0.1189,0.454,0.05166,Mass,5325,0.87,0.85,74.7969
TOI-431 b,Transit,2021,0.490047,0.0113,0.114,0.00966,Mass,4850,0.73,0.78,32.5686
TOI-431 d,Transit,2021,12.46103,0.098,0.294,0.03115,Mass,4850,0.73,0.78,32.5686
TOI-4329 b,Transit,2022,2.9223,,1.5,0.45,Mass,6000,2.31,1.54,717.128
TOI-451 b,Transit,2020,1.858703,0.0283,0.17,0.0136,M-R relationship,5550,0.88,0.95,123.739
TOI-451 c,Transit,2020,9.192522,0.0823,0.277,0.0308,M-R relationship,5550,0.88,0.95,123.739
TOI-451 d,Transit,2020,16.364988,0.1208,0.363,0.049,M-R relationship,5550,0.88,0.95,123.739
TOI-481 b,Transit,2020,10.33111,0.097,0.99,1.53,Mass,5735,1.66,1.14,179.366
TOI-500 b,Transit,2022,0.5481579,0.0128,0.103,0.00521,M-R relationship,4621,0.75,0.88,47.3924
TOI-530 b,Transit,2021,6.387597,0.052,0.83,0.4,Mass,3659,0.54,0.53,148.762
TOI-532 b,Transit,2021,2.3266508,0.0296,0.519,0.1935,Mass,3927,0.61,0.64,135.047
TOI-540 b,Transit,2020,1.2391491,0.01223,0.081,0.00212,M-R relationship,3216,0.19,0.16,14.0022
TOI-544 b,Transit,2022,1.548351,0.0251,0.181,0.015,M-R relationship,4369,0.66,0.85,41.1166
TOI-558 b,Transit,2021,14.574071,0.1291,1.086,3.61,Mass,6466,1.5,1.35,402.63
TOI-559 b,Transit,2021,6.9839095,0.0723,1.091,6.01,Mass,5925,1.23,1.03,233.266
TOI-561 b,Transit,2020,0.446578,0.01055,0.127,0.005,Mass,5455,0.85,0.79,85.799
TOI-561 c,Transit,2020,10.779,0.08809,0.257,0.01699,Mass,5455,0.85,0.79,85.799
TOI-561 d,Transit,2020,25.62,0.1569,0.226,0.0376,Mass,5455,0.85,0.79,85.799
TOI-561 e,Transit,2020,77.23,0.3274,0.238,0.05034,Mass,5455,0.85,0.79,85.799
TOI-561 f,Transit,2020,16.287,0.1174,0.207,0.00944,Mass,5326,0.83,0.81,85.799
TOI-564 b,Transit,2020,1.651144,0.02734,1.02,1.463,Mass,5640,1.09,1,199.581
TOI-620 b,Transit,2022,5.0988179,0.04825,0.335,0.0428,M-R relationship,3708,0.55,0.58,33.0231
TOI-628 b,Transit,2021,3.4095675,0.0486,1.06,6.33,Mass,6250,1.34,1.31,178.68
TOI-640 b,Transit,2021,5.0037775,0.06608,1.771,0.88,Mass,6460,2.08,1.54,341.997
TOI-674 b,Transit,2021,1.977143,0.025,0.468,0.07425,Mass,3514,0.42,0.42,46.0851
TOI-677 b,Transit,2020,11.2366,0.1038,1.17,1.236,Mass,6295,1.28,1.18,141.812
TOI-700 b,Transit,2020,9.97702,0.0677,0.093,0.00348,M-R relationship,3461,0.42,0.41,31.1265
TOI-700 c,Transit,2020,16.05111,0.0929,0.236,0.0236,M-R relationship,3461,0.42,0.41,31.1265
TOI-700 d,Transit,2020,37.42475,0.1633,0.102,0.00495,M-R relationship,3461,0.42,0.41,31.1265
TOI-763 b,Transit,2020,5.6057,0.06,0.203,0.0308,Mass,5450,0.9,0.92,95.1274
TOI-763 c,Transit,2020,12.2737,0.1011,0.235,0.02932,Mass,5450,0.9,0.92,95.1274
TOI-776 b,Transit,2020,8.24661,0.0652,0.165,0.01259,Mass,3709,0.54,0.54,27.1701
TOI-776 c,Transit,2020,15.6653,0.1,0.18,0.01668,Mass,3709,0.54,0.54,27.1701
TOI-813 b,Transit,2020,83.8911,0.423,0.599,0.114,M-R relationship,5907,1.94,1.32,263.145
TOI-824 b,Transit,2020,1.392978,0.02177,0.261,0.0581,Mass,4600,0.69,0.71,63.9262
TOI-833 b,Transit,2022,1.0418777,0.0171,0.113,0.00678,M-R relationship,3920,0.6,0.61,41.7148
TOI-837 b,Transit,2020,8.3248762,,0.77,1.2,Msini,6047,1.02,1.12,142.488
TOI-849 b,Transit,2020,0.76552414,0.01598,0.307,0.12299,Mass,5373.8,0.92,0.93,225.734
TOI-892 b,Transit,2020,10.62656,0.092,1.07,0.95,Mass,6261,1.39,1.28,340.543
TOI-905 b,Transit,2020,3.739494,0.04666,1.171,0.667,Mass,5570,0.92,0.97,158.649
TOI-942 b,Transit,2020,4.32419,0.04796,0.429,2.6,Mass,4928,1.02,0.79,152.601
TOI-942 c,Transit,2020,10.15643,0.0847,0.517,2.5,Mass,4928,1.02,0.79,152.601
TOI-954 b,Transit,2020,3.6849729,0.04963,0.852,0.174,Mass,5710,1.89,1.2,238.768
TRAPPIST-1 b,Transit,2016,1.510826,0.01154,0.1,0.00432,Mass,2566,0.12,0.09,12.4298888
TRAPPIST-1 c,Transit,2016,2.421937,0.0158,0.098,0.00412,Mass,2566,0.12,0.09,12.4298888
TRAPPIST-1 d,Transit,2016,4.049219,0.02227,0.07,0.00122,Mass,2566,0.12,0.09,12.4298888
TRAPPIST-1 e,Transit,2017,6.101013,0.02925,0.082,0.00218,Mass,2566,0.12,0.09,12.4298888
TRAPPIST-1 f,Transit,2017,9.20754,0.03849,0.093,0.00327,Mass,2566,0.12,0.09,12.4298888
TRAPPIST-1 g,Transit,2017,12.352446,0.04683,0.101,0.00416,Mass,2566,0.12,0.09,12.4298888
TRAPPIST-1 h,Transit,2017,18.772866,0.06189,0.067,0.00103,Mass,2566,0.12,0.09,12.4298888
TrES-1 b,Transit,2004,3.03007,0.03925,1.13,0.84,Mass,5230,0.85,1.04,159.658
TrES-2 b,Transit,2006,2.47063,0.03563,1.36,1.49,Mass,5850,1.12,1.36,215.32
TrES-3 b,Transit,2007,1.30618581,0.02282,1.336,1.91,Mass,5650,0.83,0.93,231.337
TrES-4 b,Transit,2007,3.55395,0.05084,1.61,0.78,Mass,6200,1.66,1.08,515.98
TrES-5 b,Transit,2011,1.48224686,0.02459,1.194,1.79,Mass,5171,0.87,0.9,360.313
V1298 Tau b,Transit,2019,24.1396,0.1688,0.916,0.236,M-R relationship,4970,1.34,1.1,108.199
V1298 Tau c,Transit,2019,8.24958,0.0825,0.499,0.0839,M-R relationship,4962.28,1.34,1.1,108.199
V1298 Tau d,Transit,2019,12.4032,0.1083,0.572,0.106,M-R relationship,4962.28,1.34,1.1,108.199
V1298 Tau e,Transit,2019,60,0.308,0.78,0.179,M-R relationship,4962.28,1.34,1.1,108.199
WASP-1 b,Transit,2007,2.5199454,0.03889,1.483,0.854,Mass,6110,1.47,1.24,393.072
WASP-10 b,Transit,2008,3.0927616,0.03781,1.08,3.15,Mass,4675,0.7,0.75,140.998
WASP-100 b,Transit,2014,2.84938,0.04574,1.33,1.26,Mass,6900,1.57,0.77,364.411
WASP-101 b,Transit,2014,3.58572,0.05057,1.43,0.51,Mass,6380,1.31,1.41,201.224
WASP-103 b,Transit,2014,0.925542,0.01985,1.528,1.49,Mass,6110,1.44,1.22,375.647
WASP-104 b,Transit,2014,1.7554137,0.02918,1.137,1.272,Mass,5475,0.96,1.08,185.932
WASP-105 b,Transit,2017,7.87288,0.075,0.96,1.8,Mass,5070,0.9,0.89,169.272
WASP-106 b,Transit,2014,9.28971,0.0917,1.02,1.62,Mass,6055,1.31,0.93,352.181
WASP-107 b,Transit,2017,5.7214742,0.055,0.94,0.096,Mass,4425,0.67,0.68,64.7414
WASP-11 b,Transit,2008,3.72247,0.0435,1.11,0.79,Mass,4800,0.89,1.42,124.73
WASP-110 b,Transit,2021,3.77840121,,1.238,0.51,Mass,5400,0.86,0.95,274.96
WASP-113 b,Transit,2016,4.54216875,0.05885,1.409,0.475,Mass,5890,1.61,1.32,435.156
WASP-114 b,Transit,2016,1.5487743,0.02851,1.339,1.769,Mass,5940,1.43,1.29,523.337
WASP-117 b,Transit,2014,10.02165,0.09459,1.06,0.3,Mass,6040,1.22,1.29,157.963
WASP-118 b,Transit,2016,4.0460435,0.05453,1.44,0.514,Mass,6410,1.7,1.32,376.658
WASP-119 b,Transit,2016,2.49979,0.0363,1.4,1.23,Mass,5650,1.2,1.02,302.448
WASP-12 b,Transit,2008,1.09142,0.0232,1.937,1.465,Mass,6360,1.66,1.43,427.246
WASP-120 b,Transit,2016,3.6112706,0.0514,1.473,4.85,Mass,6450,1.87,1.39,381.174
WASP-121 b,Transit,2016,1.27492504,0.02596,1.753,1.157,Mass,6776,1.46,1.36,269.898
WASP-123 b,Transit,2016,2.9776412,0.04263,1.318,0.899,Mass,5740,1.28,1.17,197.996
WASP-124 b,Transit,2016,3.37265,0.0449,1.24,0.6,Mass,6050,1.02,1.07,448.637
WASP-126 b,Transit,2016,3.28883,0.0449,0.96,0.28411,Mass,5800,1.27,1.12,216.526
WASP-127 b,Transit,2016,4.17806203,0.0484,1.311,0.1647,Mass,5620,1.33,0.95,159.507
WASP-129 b,Transit,2016,5.748145,0.0628,0.93,1,Mass,5900,0.9,1,301.462
WASP-13 b,Transit,2009,4.35301,0.05362,1.22,0.36,Mass,5950,1.37,0.72,227.537
WASP-130 b,Transit,2016,11.55098,0.1012,0.89,1.23,Mass,5625,0.96,1.04,172.256
WASP-131 b,Transit,2016,5.322023,0.0607,1.22,0.27,Mass,6030,1.53,1.06,200.075
WASP-132 b,Transit,2016,7.133521,0.067,0.87,0.41,Mass,4775,0.74,0.8,122.91
WASP-133 b,Transit,2016,2.176423,0.0345,1.21,1.16,Mass,5700,1.44,1.16,559.084
WASP-135 b,Transit,2015,1.4013794,0.0243,1.3,1.9,Mass,5675,0.96,0.98,298.214
WASP-136 b,Transit,2016,5.215357,0.0661,1.38,1.51,Mass,6260,2.21,1.41,275.587
